split	model_id	status	required_issues	warnings	issue_codes
train	00009038	pass	0	0	
train	00009045	pass	0	0	
train	00009103	pass	0	0	
train	00009105	pass	0	0	
train	00009186	pass	0	0	
train	00009233	pass	0	0	
train	00009249	pass	0	0	
train	00009251	pass	0	0	
train	00009255	pass	0	0	
train	00009307	pass	0	0	
train	00009308	pass	0	0	
train	00009376	pass	0	0	
train	00009378	pass	0	0	
train	00009485	pass	0	0	
train	00009526	pass	0	0	
train	00009535	pass	0	0	
train	00009549	pass	0	0	
train	00009550	pass	0	0	
train	00009554	pass	0	0	
train	00009612	pass	0	0	
train	00009635	pass	0	0	
train	00009682	pass	0	0	
train	00009722	pass	0	0	
train	00009770	pass	0	0	
train	00009801	pass	0	0	
train	00009805	pass	0	0	
train	00009843	pass	0	0	
train	00009849	pass	0	0	
train	00009865	pass	0	0	
train	00009877	pass	0	0	
train	00009886	pass	0	0	
train	00009933	pass	0	0	
train	00009934	pass	0	0	
train	00009947	pass	0	0	
train	00009958	pass	0	0	
train	00009966	pass	0	0	
train	00009993	pass	0	0	
train	00009998	pass	0	0	
train	00010086	pass	0	0	
train	00010116	pass	0	0	
train	00010158	pass	0	0	
train	00010159	pass	0	0	
train	00010185	pass	0	0	
train	00010242	pass	0	0	
train	00010244	pass	0	0	
train	00010247	pass	0	0	
train	00010265	pass	0	0	
train	00010386	pass	0	0	
train	00010398	pass	0	0	
train	00010401	pass	0	0	
train	00010402	pass	0	0	
train	00010404	pass	0	0	
train	00010443	pass	0	0	
train	00010470	pass	0	0	
train	00010471	pass	0	0	
train	00010472	pass	0	0	
train	00010473	pass	0	0	
train	00010520	fail	25	0	missing_condition_dir,missing_latent_dir
train	00010521	pass	0	0	
train	00010570	pass	0	0	
train	00010581	pass	0	0	
train	00010582	pass	0	0	
train	00010603	pass	0	0	
train	00010611	pass	0	0	
train	00010616	pass	0	0	
train	00010624	pass	0	0	
train	00010625	pass	0	0	
train	00010642	pass	0	0	
train	00010661	fail	25	0	missing_condition_dir,missing_latent_dir
train	00010669	pass	0	0	
train	00010680	pass	0	0	
train	00010698	pass	0	0	
train	00010700	pass	0	0	
train	00010718	pass	0	0	
train	00010719	pass	0	0	
train	00010783	pass	0	0	
train	00010804	pass	0	0	
train	00010843	pass	0	0	
train	00010893	pass	0	0	
train	00010980	pass	0	0	
train	00011006	pass	0	0	
train	00011013	pass	0	0	
train	00011048	pass	0	0	
train	00011351	pass	0	0	
train	00011365	pass	0	0	
train	00011405	pass	0	0	
train	00011414	pass	0	0	
train	00011421	pass	0	0	
train	00011434	pass	0	0	
train	00011435	pass	0	0	
train	00011524	pass	0	0	
train	00011532	pass	0	0	
train	00011534	pass	0	0	
train	00011535	pass	0	0	
train	00011554	pass	0	0	
train	00011572	pass	0	0	
train	00011573	pass	0	0	
train	00011588	pass	0	0	
train	00011621	pass	0	0	
train	00012022	pass	0	0	
train	00012025	pass	0	0	
train	00012028	pass	0	0	
train	00012035	pass	0	0	
train	00012046	pass	0	0	
train	00012047	pass	0	0	
train	00012048	pass	0	0	
train	00012081	pass	0	0	
train	00012082	pass	0	0	
train	00012168	pass	0	0	
train	00012169	pass	0	0	
train	00012182	pass	0	0	
train	00012219	pass	0	0	
train	00012221	pass	0	0	
train	00012222	pass	0	0	
train	00012223	pass	0	0	
train	00012224	pass	0	0	
train	00012232	pass	0	0	
train	00012233	pass	0	0	
train	00012238	pass	0	0	
train	00012298	pass	0	0	
train	00012301	pass	0	0	
train	00012348	pass	0	0	
train	00012425	pass	0	0	
train	00012499	pass	0	0	
train	00012504	pass	0	0	
train	00012574	pass	0	0	
train	00012639	pass	0	0	
train	00012640	pass	0	0	
train	00012645	pass	0	0	
train	00012704	pass	0	0	
train	00012735	pass	0	0	
train	00012744	pass	0	0	
train	00012936	pass	0	0	
train	00012938	pass	0	0	
train	00012939	pass	0	0	
train	00012991	pass	0	0	
train	00012995	pass	0	0	
train	00013007	pass	0	0	
train	00013012	pass	0	0	
train	00013095	pass	0	0	
train	00013158	pass	0	0	
train	00013172	pass	0	0	
train	00013175	pass	0	0	
train	00013299	pass	0	0	
train	00013303	pass	0	0	
train	00013304	pass	0	0	
train	00013307	pass	0	0	
train	00013431	pass	0	0	
train	00013432	pass	0	0	
train	00013465	pass	0	0	
train	00013476	pass	0	0	
train	00013539	pass	0	0	
train	00013561	pass	0	0	
train	00013617	pass	0	0	
train	00013630	pass	0	0	
train	00013765	pass	0	0	
train	00013766	pass	0	0	
train	00013906	pass	0	0	
train	00013916	pass	0	0	
train	00013925	pass	0	0	
train	00013995	pass	0	0	
train	00013998	pass	0	0	
train	00014015	pass	0	0	
train	00014063	pass	0	0	
train	00014067	pass	0	0	
train	00014086	pass	0	0	
train	00014160	pass	0	0	
train	00014168	pass	0	0	
train	00014187	pass	0	0	
train	00014190	pass	0	0	
train	00014200	pass	0	0	
train	00014203	pass	0	0	
train	00014205	pass	0	0	
train	00014246	pass	0	0	
train	00014331	pass	0	0	
train	00014419	pass	0	0	
train	00014420	pass	0	0	
train	00014481	pass	0	0	
train	00014496	pass	0	0	
train	00014520	pass	0	0	
train	00014524	pass	0	0	
train	00014531	pass	0	0	
train	00014604	pass	0	0	
train	00014658	pass	0	0	
train	00014754	pass	0	0	
train	00014755	pass	0	0	
train	00014759	pass	0	0	
train	00014772	pass	0	0	
train	00014903	pass	0	0	
train	00014904	pass	0	0	
train	00014917	pass	0	0	
train	00014918	pass	0	0	
train	00014919	pass	0	0	
train	00014922	pass	0	0	
train	00014925	pass	0	0	
train	00014941	pass	0	0	
train	00014943	pass	0	0	
train	00014945	pass	0	0	
train	00014946	pass	0	0	
train	00014947	pass	0	0	
train	00014981	pass	0	0	
train	00015051	pass	0	0	
train	00015055	pass	0	0	
train	00015161	pass	0	0	
train	00015162	pass	0	0	
train	00015174	pass	0	0	
train	00015191	pass	0	0	
train	00015229	pass	0	0	
train	00015230	pass	0	0	
train	00015254	pass	0	0	
train	00015257	pass	0	0	
train	00015261	pass	0	0	
train	00015266	pass	0	0	
train	00015267	pass	0	0	
train	00015270	pass	0	0	
train	00015271	pass	0	0	
train	00015286	pass	0	0	
train	00015287	pass	0	0	
train	00015288	pass	0	0	
train	00015342	pass	0	0	
train	00015378	pass	0	0	
train	00015386	pass	0	0	
train	00015439	pass	0	0	
train	00015451	pass	0	0	
train	00015456	pass	0	0	
train	00015517	pass	0	0	
train	00015536	pass	0	0	
train	00015569	pass	0	0	
train	00015584	pass	0	0	
train	00015587	pass	0	0	
train	00015599	pass	0	0	
train	00015609	pass	0	0	
train	00015610	pass	0	0	
train	00015629	pass	0	0	
train	00015640	pass	0	0	
train	00015641	pass	0	0	
train	00015642	pass	0	0	
train	00015644	pass	0	0	
train	00015645	pass	0	0	
train	00015647	pass	0	0	
train	00015667	pass	0	0	
train	00015668	pass	0	0	
train	00015705	pass	0	0	
train	00015718	pass	0	0	
train	00015725	pass	0	0	
train	00015729	pass	0	0	
train	00015731	pass	0	0	
train	00015761	pass	0	0	
train	00015762	pass	0	0	
train	00015769	pass	0	0	
train	00015778	pass	0	0	
train	00015859	pass	0	0	
train	00015863	pass	0	0	
train	00015904	pass	0	0	
train	00015908	pass	0	0	
train	00015915	pass	0	0	
train	00015926	pass	0	0	
train	00015956	pass	0	0	
train	00015987	pass	0	0	
train	00016005	pass	0	0	
train	00016073	pass	0	0	
train	00016099	pass	0	0	
train	00016111	pass	0	0	
train	00016187	pass	0	0	
train	00016199	pass	0	0	
train	00016209	pass	0	0	
train	00016226	pass	0	0	
train	00016229	pass	0	0	
train	00016230	pass	0	0	
train	00016242	pass	0	0	
train	00016298	pass	0	0	
train	00016405	pass	0	0	
train	00016422	pass	0	0	
train	00016423	pass	0	0	
train	00016425	pass	0	0	
train	00016426	pass	0	0	
train	00016447	pass	0	0	
train	00016449	pass	0	0	
train	00016450	pass	0	0	
train	00016622	pass	0	0	
train	00016623	pass	0	0	
train	00016624	pass	0	0	
train	00016629	fail	25	0	missing_condition_dir,missing_latent_dir
train	00016639	pass	0	0	
train	00016654	pass	0	0	
train	00016655	pass	0	0	
train	00016711	pass	0	0	
train	00016770	pass	0	0	
train	00016771	pass	0	0	
train	00016773	fail	25	0	missing_condition_dir,missing_latent_dir
train	00016783	pass	0	0	
train	00016857	pass	0	0	
train	00016875	pass	0	0	
train	00016878	pass	0	0	
train	00016895	pass	0	0	
train	00016896	pass	0	0	
train	00016916	pass	0	0	
train	00016943	pass	0	0	
train	00016944	pass	0	0	
train	00016945	pass	0	0	
train	00016946	pass	0	0	
train	00016947	pass	0	0	
train	00016981	pass	0	0	
train	00016983	pass	0	0	
train	00016988	pass	0	0	
train	00016996	pass	0	0	
train	00017010	pass	0	0	
train	00017017	pass	0	0	
train	00017020	pass	0	0	
train	00017021	pass	0	0	
train	00017023	pass	0	0	
train	00017034	pass	0	0	
train	00017045	pass	0	0	
train	00017061	pass	0	0	
train	00017062	pass	0	0	
train	00017063	pass	0	0	
train	00017064	pass	0	0	
train	00017066	pass	0	0	
train	00017068	pass	0	0	
train	00017070	pass	0	0	
train	00017075	pass	0	0	
train	00017076	pass	0	0	
train	00017077	pass	0	0	
train	00017078	fail	25	0	missing_condition_dir,missing_latent_dir
train	00017079	pass	0	0	
train	00017081	pass	0	0	
train	00017082	pass	0	0	
train	00017083	pass	0	0	
train	00017084	pass	0	0	
train	00017085	pass	0	0	
train	00017088	pass	0	0	
train	00017089	pass	0	0	
train	00017090	pass	0	0	
train	00017092	pass	0	0	
train	00017093	pass	0	0	
train	00017094	pass	0	0	
train	00017095	pass	0	0	
train	00017097	pass	0	0	
train	00017098	pass	0	0	
train	00017100	pass	0	0	
train	00017106	pass	0	0	
train	00017108	pass	0	0	
train	00017114	pass	0	0	
train	00017116	pass	0	0	
train	00017117	pass	0	0	
train	00017120	pass	0	0	
train	00017121	pass	0	0	
train	00017122	pass	0	0	
train	00017126	pass	0	0	
train	00017127	pass	0	0	
train	00017130	pass	0	0	
train	00017131	fail	25	0	missing_condition_dir,missing_latent_dir
train	00017132	pass	0	0	
train	00017135	pass	0	0	
train	00017138	pass	0	0	
train	00017139	pass	0	0	
train	00017142	pass	0	0	
train	00017143	pass	0	0	
train	00017144	fail	25	0	missing_condition_dir,missing_latent_dir
train	00017148	pass	0	0	
train	00017149	pass	0	0	
train	00017150	pass	0	0	
train	00017151	pass	0	0	
train	00017153	fail	25	0	missing_condition_dir,missing_latent_dir
train	00017154	pass	0	0	
train	00017155	pass	0	0	
train	00017159	pass	0	0	
train	00017163	pass	0	0	
train	00017166	pass	0	0	
train	00017170	pass	0	0	
train	00017171	pass	0	0	
train	00017172	pass	0	0	
train	00017174	pass	0	0	
train	00017180	pass	0	0	
train	00017183	pass	0	0	
train	00017185	pass	0	0	
train	00017267	pass	0	0	
train	00017268	pass	0	0	
train	00017270	pass	0	0	
train	00017271	pass	0	0	
train	00017272	pass	0	0	
train	00017274	pass	0	0	
train	00017275	pass	0	0	
train	00017280	pass	0	0	
train	00017282	pass	0	0	
train	00017283	pass	0	0	
train	00017293	pass	0	0	
train	00017294	pass	0	0	
train	00017295	fail	25	0	missing_condition_dir,missing_latent_dir
train	00017298	pass	0	0	
train	00017299	pass	0	0	
train	00017304	pass	0	0	
train	00017305	pass	0	0	
train	00017306	pass	0	0	
train	00017310	pass	0	0	
train	00017313	pass	0	0	
train	00017318	pass	0	0	
train	00017319	pass	0	0	
train	00017320	pass	0	0	
train	00017321	pass	0	0	
train	00017330	pass	0	0	
train	00017331	pass	0	0	
train	00017339	pass	0	0	
train	00017344	pass	0	0	
train	00017360	pass	0	0	
train	00017361	pass	0	0	
train	00017366	pass	0	0	
train	00017367	pass	0	0	
train	00017368	pass	0	0	
train	00017370	pass	0	0	
train	00017371	pass	0	0	
train	00017372	pass	0	0	
train	00017374	pass	0	0	
train	00017379	pass	0	0	
train	00017384	pass	0	0	
train	00017388	pass	0	0	
train	00017390	pass	0	0	
train	00017391	pass	0	0	
train	00017407	pass	0	0	
train	00017419	pass	0	0	
train	00017451	pass	0	0	
train	00017452	pass	0	0	
train	00017455	pass	0	0	
train	00017458	pass	0	0	
train	00017459	pass	0	0	
train	00017460	pass	0	0	
train	00017461	pass	0	0	
train	00017463	pass	0	0	
train	00017464	pass	0	0	
train	00017466	pass	0	0	
train	00017467	pass	0	0	
train	00017470	pass	0	0	
train	00017471	pass	0	0	
train	00017533	pass	0	0	
train	00017556	pass	0	0	
train	00017561	pass	0	0	
train	00017562	pass	0	0	
train	00017607	pass	0	0	
train	00017648	pass	0	0	
train	00017670	pass	0	0	
train	00017734	pass	0	0	
train	00017746	pass	0	0	
train	00017803	pass	0	0	
train	00017831	pass	0	0	
train	00017832	pass	0	0	
train	00017857	pass	0	0	
train	00017872	pass	0	0	
train	00017932	pass	0	0	
train	00018185	pass	0	0	
train	00018186	pass	0	0	
train	00018211	pass	0	0	
train	00018214	pass	0	0	
train	00018242	pass	0	0	
train	00018258	pass	0	0	
train	00018265	pass	0	0	
train	00018339	pass	0	0	
train	00018360	pass	0	0	
train	00018370	pass	0	0	
train	00018438	pass	0	0	
train	00018455	pass	0	0	
train	00018456	pass	0	0	
train	00018475	pass	0	0	
train	00018476	pass	0	0	
train	00019499	pass	0	0	
train	00019560	pass	0	0	
train	00019597	pass	0	0	
train	00019678	pass	0	0	
train	00019717	pass	0	0	
train	00019719	pass	0	0	
train	00019720	pass	0	0	
train	00019731	pass	0	0	
train	00019734	pass	0	0	
train	00019741	pass	0	0	
train	00019742	pass	0	0	
train	00019743	pass	0	0	
train	00019752	pass	0	0	
train	00019754	pass	0	0	
train	00019783	pass	0	0	
train	00019784	pass	0	0	
train	00019826	pass	0	0	
train	00019851	pass	0	0	
train	00019890	pass	0	0	
train	00019901	pass	0	0	
train	00019907	pass	0	0	
train	00019924	pass	0	0	
train	00019963	pass	0	0	
train	00020085	pass	0	0	
train	00020218	pass	0	0	
train	00020346	pass	0	0	
train	00020347	pass	0	0	
train	00020351	pass	0	0	
train	00020353	pass	0	0	
train	00020357	pass	0	0	
train	00020358	pass	0	0	
train	00020360	pass	0	0	
train	00020361	pass	0	0	
train	00020366	pass	0	0	
train	00020373	pass	0	0	
train	00020379	pass	0	0	
train	00020382	pass	0	0	
train	00020386	pass	0	0	
train	00020411	pass	0	0	
train	00020413	pass	0	0	
train	00020419	pass	0	0	
train	00020424	pass	0	0	
train	00020426	pass	0	0	
train	00020459	pass	0	0	
train	00020461	pass	0	0	
train	00020470	pass	0	0	
train	00020475	pass	0	0	
train	00020597	pass	0	0	
train	00020735	pass	0	0	
train	00020739	pass	0	0	
train	00020748	pass	0	0	
train	00020800	pass	0	0	
train	00020816	pass	0	0	
train	00020819	pass	0	0	
train	00020845	pass	0	0	
train	00020864	pass	0	0	
train	00020884	pass	0	0	
train	00020886	pass	0	0	
train	00020894	pass	0	0	
train	00020915	pass	0	0	
train	00020920	pass	0	0	
train	00020929	pass	0	0	
train	00020935	pass	0	0	
train	00020939	pass	0	0	
train	00020940	pass	0	0	
train	00020966	pass	0	0	
train	00020982	pass	0	0	
train	00020987	pass	0	0	
train	00020989	pass	0	0	
train	00021009	pass	0	0	
train	00021012	pass	0	0	
train	00021018	pass	0	0	
train	00021026	pass	0	0	
train	00021030	pass	0	0	
train	00021032	pass	0	0	
train	00021034	pass	0	0	
train	00021035	pass	0	0	
train	00021040	pass	0	0	
train	00021041	pass	0	0	
train	00021050	pass	0	0	
train	00021054	pass	0	0	
train	00021055	pass	0	0	
train	00021058	pass	0	0	
train	00021068	pass	0	0	
train	00021069	pass	0	0	
train	00021078	pass	0	0	
train	00021082	pass	0	0	
train	00021098	pass	0	0	
train	00021105	pass	0	0	
train	00021107	pass	0	0	
train	00021149	pass	0	0	
train	00021156	pass	0	0	
train	00021188	pass	0	0	
train	00021189	pass	0	0	
train	00021249	pass	0	0	
train	00021281	pass	0	0	
train	00021288	pass	0	0	
train	00021290	pass	0	0	
train	00021295	pass	0	0	
train	00021305	pass	0	0	
train	00021322	pass	0	0	
train	00021352	pass	0	0	
train	00021458	pass	0	0	
train	00021468	pass	0	0	
train	00021469	pass	0	0	
train	00021518	pass	0	0	
train	00021521	pass	0	0	
train	00021523	pass	0	0	
train	00021525	pass	0	0	
train	00021526	pass	0	0	
train	00021529	pass	0	0	
train	00021536	pass	0	0	
train	00021558	pass	0	0	
train	00021564	pass	0	0	
train	00021565	pass	0	0	
train	00021630	pass	0	0	
train	00021646	pass	0	0	
train	00021654	pass	0	0	
train	00021658	pass	0	0	
train	00021661	pass	0	0	
train	00021681	pass	0	0	
train	00021713	pass	0	0	
train	00021720	pass	0	0	
train	00021762	pass	0	0	
train	00021810	pass	0	0	
train	00021813	pass	0	0	
train	00021816	pass	0	0	
train	00021831	pass	0	0	
train	00021841	pass	0	0	
train	00021842	pass	0	0	
train	00021858	pass	0	0	
train	00021896	pass	0	0	
train	00021901	pass	0	0	
train	00021905	pass	0	0	
train	00021908	pass	0	0	
train	00021910	pass	0	0	
train	00021912	pass	0	0	
train	00021921	pass	0	0	
train	00021936	pass	0	0	
train	00021939	pass	0	0	
train	00021947	pass	0	0	
train	00021953	pass	0	0	
train	00021954	pass	0	0	
train	00021957	pass	0	0	
train	00021960	pass	0	0	
train	00021964	pass	0	0	
train	00021965	pass	0	0	
train	00021967	pass	0	0	
train	00021968	pass	0	0	
train	00021970	pass	0	0	
train	00021991	pass	0	0	
train	00022000	pass	0	0	
train	00022001	pass	0	0	
train	00022009	pass	0	0	
train	00022035	pass	0	0	
train	00022040	pass	0	0	
train	00022048	pass	0	0	
train	00022051	pass	0	0	
train	00022064	pass	0	0	
train	00022066	pass	0	0	
train	00022071	pass	0	0	
train	00022073	fail	25	0	missing_condition_dir,missing_latent_dir
train	00022074	pass	0	0	
train	00022078	pass	0	0	
train	00022080	pass	0	0	
train	00022084	pass	0	0	
train	00022087	pass	0	0	
train	00022088	pass	0	0	
train	00022089	pass	0	0	
train	00022092	pass	0	0	
train	00022095	pass	0	0	
train	00022098	pass	0	0	
train	00022099	pass	0	0	
train	00022102	pass	0	0	
train	00022125	pass	0	0	
train	00022151	pass	0	0	
train	00022156	pass	0	0	
train	00022158	pass	0	0	
train	00022159	pass	0	0	
train	00022162	pass	0	0	
train	00022163	pass	0	0	
train	00022164	pass	0	0	
train	00022169	pass	0	0	
train	00022170	pass	0	0	
train	00022171	pass	0	0	
train	00022176	pass	0	0	
train	00022189	pass	0	0	
train	00022190	pass	0	0	
train	00022202	pass	0	0	
train	00022231	pass	0	0	
train	00022232	pass	0	0	
train	00022244	pass	0	0	
train	00022253	pass	0	0	
train	00022278	pass	0	0	
train	00022304	pass	0	0	
train	00022305	pass	0	0	
train	00022323	pass	0	0	
train	00022324	pass	0	0	
train	00022325	pass	0	0	
train	00022334	pass	0	0	
train	00022336	pass	0	0	
train	00022370	pass	0	0	
train	00022377	pass	0	0	
train	00022462	pass	0	0	
train	00022508	pass	0	0	
train	00022515	pass	0	0	
train	00022520	pass	0	0	
train	00022542	pass	0	0	
train	00022543	pass	0	0	
train	00022544	pass	0	0	
train	00022546	pass	0	0	
train	00022559	pass	0	0	
train	00022569	pass	0	0	
