severity	split	model_id	asset	detail	path
required	train	00035093	condition.dir	condition directory is missing	/mnt/d/data/deepcad_v7_cond/00035093
required	train	00036182	condition.dir	condition directory is missing	/mnt/d/data/deepcad_v7_cond/00036182
required	train	00036280	condition.dir	condition directory is missing	/mnt/d/data/deepcad_v7_cond/00036280
required	train	00036302	condition.dir	condition directory is missing	/mnt/d/data/deepcad_v7_cond/00036302
required	train	00036345	condition.dir	condition directory is missing	/mnt/d/data/deepcad_v7_cond/00036345
required	train	00037887	condition.dir	condition directory is missing	/mnt/d/data/deepcad_v7_cond/00037887
required	train	00039766	condition.dir	condition directory is missing	/mnt/d/data/deepcad_v7_cond/00039766
required	train	00039888	condition.dir	condition directory is missing	/mnt/d/data/deepcad_v7_cond/00039888
required	train	00039900	condition.dir	condition directory is missing	/mnt/d/data/deepcad_v7_cond/00039900
required	train	00045387	condition.dir	condition directory is missing	/mnt/d/data/deepcad_v7_cond/00045387
required	train	00047993	condition.dir	condition directory is missing	/mnt/d/data/deepcad_v7_cond/00047993
required	train	00052979	condition.dir	condition directory is missing	/mnt/d/data/deepcad_v7_cond/00052979
required	train	00053715	condition.dir	condition directory is missing	/mnt/d/data/deepcad_v7_cond/00053715
required	train	00054437	condition.dir	condition directory is missing	/mnt/d/data/deepcad_v7_cond/00054437
required	train	00055997	condition.dir	condition directory is missing	/mnt/d/data/deepcad_v7_cond/00055997
required	train	00059386	condition.dir	condition directory is missing	/mnt/d/data/deepcad_v7_cond/00059386
required	train	00062368	condition.dir	condition directory is missing	/mnt/d/data/deepcad_v7_cond/00062368
required	train	00062718	condition.dir	condition directory is missing	/mnt/d/data/deepcad_v7_cond/00062718
required	train	00064185	condition.dir	condition directory is missing	/mnt/d/data/deepcad_v7_cond/00064185
required	train	00068478	condition.dir	condition directory is missing	/mnt/d/data/deepcad_v7_cond/00068478
required	train	00074865	condition.dir	condition directory is missing	/mnt/d/data/deepcad_v7_cond/00074865
required	train	00078397	condition.dir	condition directory is missing	/mnt/d/data/deepcad_v7_cond/00078397
required	train	00079331	condition.dir	condition directory is missing	/mnt/d/data/deepcad_v7_cond/00079331
required	train	00079422	condition.dir	condition directory is missing	/mnt/d/data/deepcad_v7_cond/00079422
required	train	00079741	condition.dir	condition directory is missing	/mnt/d/data/deepcad_v7_cond/00079741
required	train	00081382	condition.dir	condition directory is missing	/mnt/d/data/deepcad_v7_cond/00081382
required	train	00081563	condition.dir	condition directory is missing	/mnt/d/data/deepcad_v7_cond/00081563
required	train	00082947	condition.dir	condition directory is missing	/mnt/d/data/deepcad_v7_cond/00082947
required	train	00088480	condition.dir	condition directory is missing	/mnt/d/data/deepcad_v7_cond/00088480
required	train	00089283	condition.dir	condition directory is missing	/mnt/d/data/deepcad_v7_cond/00089283
required	train	00091476	condition.dir	condition directory is missing	/mnt/d/data/deepcad_v7_cond/00091476
required	train	00092278	condition.dir	condition directory is missing	/mnt/d/data/deepcad_v7_cond/00092278
required	train	00092595	condition.dir	condition directory is missing	/mnt/d/data/deepcad_v7_cond/00092595
required	train	00093606	condition.dir	condition directory is missing	/mnt/d/data/deepcad_v7_cond/00093606
required	train	00093790	condition.dir	condition directory is missing	/mnt/d/data/deepcad_v7_cond/00093790
required	train	00093896	condition.dir	condition directory is missing	/mnt/d/data/deepcad_v7_cond/00093896
required	train	00094435	condition.dir	condition directory is missing	/mnt/d/data/deepcad_v7_cond/00094435
required	train	00096579	condition.dir	condition directory is missing	/mnt/d/data/deepcad_v7_cond/00096579
required	train	00096761	condition.dir	condition directory is missing	/mnt/d/data/deepcad_v7_cond/00096761
required	train	00098168	condition.dir	condition directory is missing	/mnt/d/data/deepcad_v7_cond/00098168
required	train	00101304	condition.dir	condition directory is missing	/mnt/d/data/deepcad_v7_cond/00101304
required	train	00104348	condition.dir	condition directory is missing	/mnt/d/data/deepcad_v7_cond/00104348
required	train	00105065	condition.dir	condition directory is missing	/mnt/d/data/deepcad_v7_cond/00105065
required	train	00105352	condition.dir	condition directory is missing	/mnt/d/data/deepcad_v7_cond/00105352
required	train	00107723	condition.dir	condition directory is missing	/mnt/d/data/deepcad_v7_cond/00107723
required	train	00109863	condition.dir	condition directory is missing	/mnt/d/data/deepcad_v7_cond/00109863
required	train	00112017	condition.dir	condition directory is missing	/mnt/d/data/deepcad_v7_cond/00112017
required	train	00115165	condition.dir	condition directory is missing	/mnt/d/data/deepcad_v7_cond/00115165
required	train	00115251	condition.dir	condition directory is missing	/mnt/d/data/deepcad_v7_cond/00115251
required	train	00116137	condition.dir	condition directory is missing	/mnt/d/data/deepcad_v7_cond/00116137
required	train	00117333	condition.dir	condition directory is missing	/mnt/d/data/deepcad_v7_cond/00117333
required	train	00118233	condition.dir	condition directory is missing	/mnt/d/data/deepcad_v7_cond/00118233
required	train	00123728	condition.dir	condition directory is missing	/mnt/d/data/deepcad_v7_cond/00123728
required	train	00125076	condition.dir	condition directory is missing	/mnt/d/data/deepcad_v7_cond/00125076
required	train	00128609	condition.dir	condition directory is missing	/mnt/d/data/deepcad_v7_cond/00128609
required	train	00133526	condition.dir	condition directory is missing	/mnt/d/data/deepcad_v7_cond/00133526
required	train	00133903	condition.dir	condition directory is missing	/mnt/d/data/deepcad_v7_cond/00133903
required	train	00134312	condition.dir	condition directory is missing	/mnt/d/data/deepcad_v7_cond/00134312
required	train	00135514	condition.dir	condition directory is missing	/mnt/d/data/deepcad_v7_cond/00135514
required	train	00136913	condition.dir	condition directory is missing	/mnt/d/data/deepcad_v7_cond/00136913
required	train	00138637	condition.dir	condition directory is missing	/mnt/d/data/deepcad_v7_cond/00138637
required	train	00147448	condition.dir	condition directory is missing	/mnt/d/data/deepcad_v7_cond/00147448
required	train	00150692	condition.dir	condition directory is missing	/mnt/d/data/deepcad_v7_cond/00150692
required	train	00152486	condition.dir	condition directory is missing	/mnt/d/data/deepcad_v7_cond/00152486
required	train	00153681	condition.dir	condition directory is missing	/mnt/d/data/deepcad_v7_cond/00153681
required	train	00155453	condition.dir	condition directory is missing	/mnt/d/data/deepcad_v7_cond/00155453
required	train	00159715	condition.dir	condition directory is missing	/mnt/d/data/deepcad_v7_cond/00159715
required	train	00162714	condition.dir	condition directory is missing	/mnt/d/data/deepcad_v7_cond/00162714
required	train	00164286	condition.dir	condition directory is missing	/mnt/d/data/deepcad_v7_cond/00164286
required	train	00164767	condition.dir	condition directory is missing	/mnt/d/data/deepcad_v7_cond/00164767
required	train	00165819	condition.dir	condition directory is missing	/mnt/d/data/deepcad_v7_cond/00165819
required	train	00166492	condition.dir	condition directory is missing	/mnt/d/data/deepcad_v7_cond/00166492
required	train	00168334	condition.dir	condition directory is missing	/mnt/d/data/deepcad_v7_cond/00168334
required	train	00168348	condition.dir	condition directory is missing	/mnt/d/data/deepcad_v7_cond/00168348
required	train	00171037	condition.dir	condition directory is missing	/mnt/d/data/deepcad_v7_cond/00171037
required	train	00172417	condition.dir	condition directory is missing	/mnt/d/data/deepcad_v7_cond/00172417
required	train	00173359	condition.dir	condition directory is missing	/mnt/d/data/deepcad_v7_cond/00173359
required	train	00173822	condition.dir	condition directory is missing	/mnt/d/data/deepcad_v7_cond/00173822
required	train	00174247	condition.dir	condition directory is missing	/mnt/d/data/deepcad_v7_cond/00174247
required	train	00174708	condition.dir	condition directory is missing	/mnt/d/data/deepcad_v7_cond/00174708
required	train	00176143	condition.dir	condition directory is missing	/mnt/d/data/deepcad_v7_cond/00176143
required	train	00177687	condition.dir	condition directory is missing	/mnt/d/data/deepcad_v7_cond/00177687
required	train	00178084	condition.dir	condition directory is missing	/mnt/d/data/deepcad_v7_cond/00178084
required	train	00178585	condition.dir	condition directory is missing	/mnt/d/data/deepcad_v7_cond/00178585
required	train	00178800	condition.dir	condition directory is missing	/mnt/d/data/deepcad_v7_cond/00178800
required	train	00180165	condition.dir	condition directory is missing	/mnt/d/data/deepcad_v7_cond/00180165
required	train	00180599	condition.dir	condition directory is missing	/mnt/d/data/deepcad_v7_cond/00180599
required	train	00181724	condition.dir	condition directory is missing	/mnt/d/data/deepcad_v7_cond/00181724
required	train	00182073	condition.dir	condition directory is missing	/mnt/d/data/deepcad_v7_cond/00182073
required	train	00182536	condition.dir	condition directory is missing	/mnt/d/data/deepcad_v7_cond/00182536
required	train	00182742	condition.dir	condition directory is missing	/mnt/d/data/deepcad_v7_cond/00182742
required	train	00183450	condition.dir	condition directory is missing	/mnt/d/data/deepcad_v7_cond/00183450
required	train	00183902	condition.dir	condition directory is missing	/mnt/d/data/deepcad_v7_cond/00183902
required	train	00184074	condition.dir	condition directory is missing	/mnt/d/data/deepcad_v7_cond/00184074
required	train	00184080	condition.dir	condition directory is missing	/mnt/d/data/deepcad_v7_cond/00184080
required	train	00189806	condition.dir	condition directory is missing	/mnt/d/data/deepcad_v7_cond/00189806
required	train	00191110	condition.dir	condition directory is missing	/mnt/d/data/deepcad_v7_cond/00191110
required	train	00191389	condition.dir	condition directory is missing	/mnt/d/data/deepcad_v7_cond/00191389
required	train	00191703	condition.dir	condition directory is missing	/mnt/d/data/deepcad_v7_cond/00191703
required	train	00193419	condition.dir	condition directory is missing	/mnt/d/data/deepcad_v7_cond/00193419
required	train	00194199	condition.dir	condition directory is missing	/mnt/d/data/deepcad_v7_cond/00194199
required	train	00194450	condition.dir	condition directory is missing	/mnt/d/data/deepcad_v7_cond/00194450
required	train	00196070	condition.dir	condition directory is missing	/mnt/d/data/deepcad_v7_cond/00196070
required	train	00196403	condition.dir	condition directory is missing	/mnt/d/data/deepcad_v7_cond/00196403
required	train	00199689	condition.dir	condition directory is missing	/mnt/d/data/deepcad_v7_cond/00199689
required	train	00200085	condition.dir	condition directory is missing	/mnt/d/data/deepcad_v7_cond/00200085
required	train	00200341	condition.dir	condition directory is missing	/mnt/d/data/deepcad_v7_cond/00200341
required	train	00201539	condition.dir	condition directory is missing	/mnt/d/data/deepcad_v7_cond/00201539
required	train	00208225	condition.dir	condition directory is missing	/mnt/d/data/deepcad_v7_cond/00208225
required	train	00208619	condition.dir	condition directory is missing	/mnt/d/data/deepcad_v7_cond/00208619
required	train	00208774	condition.dir	condition directory is missing	/mnt/d/data/deepcad_v7_cond/00208774
required	train	00209413	condition.dir	condition directory is missing	/mnt/d/data/deepcad_v7_cond/00209413
required	train	00210938	condition.dir	condition directory is missing	/mnt/d/data/deepcad_v7_cond/00210938
required	train	00211373	condition.dir	condition directory is missing	/mnt/d/data/deepcad_v7_cond/00211373
required	train	00212092	condition.dir	condition directory is missing	/mnt/d/data/deepcad_v7_cond/00212092
required	train	00212654	condition.dir	condition directory is missing	/mnt/d/data/deepcad_v7_cond/00212654
required	train	00215648	condition.dir	condition directory is missing	/mnt/d/data/deepcad_v7_cond/00215648
required	train	00216313	condition.dir	condition directory is missing	/mnt/d/data/deepcad_v7_cond/00216313
required	train	00216498	condition.dir	condition directory is missing	/mnt/d/data/deepcad_v7_cond/00216498
required	train	00217987	condition.dir	condition directory is missing	/mnt/d/data/deepcad_v7_cond/00217987
required	train	00219747	condition.dir	condition directory is missing	/mnt/d/data/deepcad_v7_cond/00219747
required	train	00219873	condition.dir	condition directory is missing	/mnt/d/data/deepcad_v7_cond/00219873
required	train	00219905	condition.dir	condition directory is missing	/mnt/d/data/deepcad_v7_cond/00219905
required	train	00220804	condition.dir	condition directory is missing	/mnt/d/data/deepcad_v7_cond/00220804
required	train	00221043	condition.dir	condition directory is missing	/mnt/d/data/deepcad_v7_cond/00221043
required	train	00223167	condition.dir	condition directory is missing	/mnt/d/data/deepcad_v7_cond/00223167
required	train	00227198	condition.dir	condition directory is missing	/mnt/d/data/deepcad_v7_cond/00227198
required	train	00227206	condition.dir	condition directory is missing	/mnt/d/data/deepcad_v7_cond/00227206
required	train	00227589	condition.dir	condition directory is missing	/mnt/d/data/deepcad_v7_cond/00227589
required	train	00230502	condition.dir	condition directory is missing	/mnt/d/data/deepcad_v7_cond/00230502
required	train	00231163	condition.dir	condition directory is missing	/mnt/d/data/deepcad_v7_cond/00231163
required	train	00231914	condition.dir	condition directory is missing	/mnt/d/data/deepcad_v7_cond/00231914
required	train	00232505	condition.dir	condition directory is missing	/mnt/d/data/deepcad_v7_cond/00232505
required	train	00232553	condition.dir	condition directory is missing	/mnt/d/data/deepcad_v7_cond/00232553
required	train	00237720	condition.dir	condition directory is missing	/mnt/d/data/deepcad_v7_cond/00237720
required	train	00238018	condition.dir	condition directory is missing	/mnt/d/data/deepcad_v7_cond/00238018
required	train	00241763	condition.dir	condition directory is missing	/mnt/d/data/deepcad_v7_cond/00241763
required	train	00242121	condition.dir	condition directory is missing	/mnt/d/data/deepcad_v7_cond/00242121
required	train	00242841	condition.dir	condition directory is missing	/mnt/d/data/deepcad_v7_cond/00242841
required	train	00246183	condition.dir	condition directory is missing	/mnt/d/data/deepcad_v7_cond/00246183
required	train	00246417	condition.dir	condition directory is missing	/mnt/d/data/deepcad_v7_cond/00246417
required	train	00247277	condition.dir	condition directory is missing	/mnt/d/data/deepcad_v7_cond/00247277
required	train	00247524	condition.dir	condition directory is missing	/mnt/d/data/deepcad_v7_cond/00247524
required	train	00250321	condition.dir	condition directory is missing	/mnt/d/data/deepcad_v7_cond/00250321
required	train	00250749	condition.dir	condition directory is missing	/mnt/d/data/deepcad_v7_cond/00250749
required	train	00252831	condition.dir	condition directory is missing	/mnt/d/data/deepcad_v7_cond/00252831
required	train	00254167	condition.dir	condition directory is missing	/mnt/d/data/deepcad_v7_cond/00254167
required	train	00256615	condition.dir	condition directory is missing	/mnt/d/data/deepcad_v7_cond/00256615
required	train	00263026	condition.dir	condition directory is missing	/mnt/d/data/deepcad_v7_cond/00263026
required	train	00263945	condition.dir	condition directory is missing	/mnt/d/data/deepcad_v7_cond/00263945
required	train	00263984	condition.dir	condition directory is missing	/mnt/d/data/deepcad_v7_cond/00263984
required	train	00265399	condition.dir	condition directory is missing	/mnt/d/data/deepcad_v7_cond/00265399
required	train	00270782	condition.dir	condition directory is missing	/mnt/d/data/deepcad_v7_cond/00270782
required	train	00270826	condition.dir	condition directory is missing	/mnt/d/data/deepcad_v7_cond/00270826
required	train	00271012	condition.dir	condition directory is missing	/mnt/d/data/deepcad_v7_cond/00271012
required	train	00271237	condition.dir	condition directory is missing	/mnt/d/data/deepcad_v7_cond/00271237
required	train	00271325	condition.dir	condition directory is missing	/mnt/d/data/deepcad_v7_cond/00271325
required	train	00272006	condition.dir	condition directory is missing	/mnt/d/data/deepcad_v7_cond/00272006
required	train	00273176	condition.dir	condition directory is missing	/mnt/d/data/deepcad_v7_cond/00273176
required	train	00273687	condition.dir	condition directory is missing	/mnt/d/data/deepcad_v7_cond/00273687
required	train	00274627	condition.dir	condition directory is missing	/mnt/d/data/deepcad_v7_cond/00274627
required	train	00275154	condition.dir	condition directory is missing	/mnt/d/data/deepcad_v7_cond/00275154
required	train	00276263	condition.dir	condition directory is missing	/mnt/d/data/deepcad_v7_cond/00276263
required	train	00276904	condition.dir	condition directory is missing	/mnt/d/data/deepcad_v7_cond/00276904
required	train	00278062	condition.dir	condition directory is missing	/mnt/d/data/deepcad_v7_cond/00278062
required	train	00278670	condition.dir	condition directory is missing	/mnt/d/data/deepcad_v7_cond/00278670
required	train	00281353	condition.dir	condition directory is missing	/mnt/d/data/deepcad_v7_cond/00281353
required	train	00281863	condition.dir	condition directory is missing	/mnt/d/data/deepcad_v7_cond/00281863
required	train	00282314	condition.dir	condition directory is missing	/mnt/d/data/deepcad_v7_cond/00282314
required	train	00284215	condition.dir	condition directory is missing	/mnt/d/data/deepcad_v7_cond/00284215
required	train	00284687	condition.dir	condition directory is missing	/mnt/d/data/deepcad_v7_cond/00284687
required	train	00285719	condition.dir	condition directory is missing	/mnt/d/data/deepcad_v7_cond/00285719
required	train	00285735	condition.dir	condition directory is missing	/mnt/d/data/deepcad_v7_cond/00285735
required	train	00288875	condition.dir	condition directory is missing	/mnt/d/data/deepcad_v7_cond/00288875
required	train	00290656	condition.dir	condition directory is missing	/mnt/d/data/deepcad_v7_cond/00290656
required	train	00293761	condition.dir	condition directory is missing	/mnt/d/data/deepcad_v7_cond/00293761
required	train	00294789	condition.dir	condition directory is missing	/mnt/d/data/deepcad_v7_cond/00294789
required	train	00296001	condition.dir	condition directory is missing	/mnt/d/data/deepcad_v7_cond/00296001
required	train	00296154	condition.dir	condition directory is missing	/mnt/d/data/deepcad_v7_cond/00296154
required	train	00297937	condition.dir	condition directory is missing	/mnt/d/data/deepcad_v7_cond/00297937
required	train	00299973	condition.dir	condition directory is missing	/mnt/d/data/deepcad_v7_cond/00299973
required	train	00300036	condition.dir	condition directory is missing	/mnt/d/data/deepcad_v7_cond/00300036
required	train	00301872	condition.dir	condition directory is missing	/mnt/d/data/deepcad_v7_cond/00301872
required	train	00302201	condition.dir	condition directory is missing	/mnt/d/data/deepcad_v7_cond/00302201
required	train	00304500	condition.dir	condition directory is missing	/mnt/d/data/deepcad_v7_cond/00304500
required	train	00306058	condition.dir	condition directory is missing	/mnt/d/data/deepcad_v7_cond/00306058
required	train	00308293	condition.dir	condition directory is missing	/mnt/d/data/deepcad_v7_cond/00308293
required	train	00308439	condition.dir	condition directory is missing	/mnt/d/data/deepcad_v7_cond/00308439
required	train	00309152	condition.dir	condition directory is missing	/mnt/d/data/deepcad_v7_cond/00309152
required	train	00309154	condition.dir	condition directory is missing	/mnt/d/data/deepcad_v7_cond/00309154
required	train	00309499	condition.dir	condition directory is missing	/mnt/d/data/deepcad_v7_cond/00309499
required	train	00309795	condition.dir	condition directory is missing	/mnt/d/data/deepcad_v7_cond/00309795
required	train	00313109	condition.dir	condition directory is missing	/mnt/d/data/deepcad_v7_cond/00313109
required	train	00313351	condition.dir	condition directory is missing	/mnt/d/data/deepcad_v7_cond/00313351
required	train	00313423	condition.dir	condition directory is missing	/mnt/d/data/deepcad_v7_cond/00313423
required	train	00314581	condition.dir	condition directory is missing	/mnt/d/data/deepcad_v7_cond/00314581
required	train	00316325	condition.dir	condition directory is missing	/mnt/d/data/deepcad_v7_cond/00316325
required	train	00316985	condition.dir	condition directory is missing	/mnt/d/data/deepcad_v7_cond/00316985
required	train	00317376	condition.dir	condition directory is missing	/mnt/d/data/deepcad_v7_cond/00317376
required	train	00320450	condition.dir	condition directory is missing	/mnt/d/data/deepcad_v7_cond/00320450
required	train	00321335	condition.dir	condition directory is missing	/mnt/d/data/deepcad_v7_cond/00321335
required	train	00321866	condition.dir	condition directory is missing	/mnt/d/data/deepcad_v7_cond/00321866
required	train	00323032	condition.dir	condition directory is missing	/mnt/d/data/deepcad_v7_cond/00323032
required	train	00323887	condition.dir	condition directory is missing	/mnt/d/data/deepcad_v7_cond/00323887
required	train	00325256	condition.dir	condition directory is missing	/mnt/d/data/deepcad_v7_cond/00325256
required	train	00326637	condition.dir	condition directory is missing	/mnt/d/data/deepcad_v7_cond/00326637
required	train	00328663	condition.dir	condition directory is missing	/mnt/d/data/deepcad_v7_cond/00328663
required	train	00332164	condition.dir	condition directory is missing	/mnt/d/data/deepcad_v7_cond/00332164
required	train	00335790	condition.dir	condition directory is missing	/mnt/d/data/deepcad_v7_cond/00335790
required	train	00336672	condition.dir	condition directory is missing	/mnt/d/data/deepcad_v7_cond/00336672
required	train	00337965	condition.dir	condition directory is missing	/mnt/d/data/deepcad_v7_cond/00337965
required	train	00340167	condition.dir	condition directory is missing	/mnt/d/data/deepcad_v7_cond/00340167
required	train	00340415	condition.dir	condition directory is missing	/mnt/d/data/deepcad_v7_cond/00340415
required	train	00341308	condition.dir	condition directory is missing	/mnt/d/data/deepcad_v7_cond/00341308
required	train	00342693	condition.dir	condition directory is missing	/mnt/d/data/deepcad_v7_cond/00342693
required	train	00344562	condition.dir	condition directory is missing	/mnt/d/data/deepcad_v7_cond/00344562
required	train	00344695	condition.dir	condition directory is missing	/mnt/d/data/deepcad_v7_cond/00344695
required	train	00344857	condition.dir	condition directory is missing	/mnt/d/data/deepcad_v7_cond/00344857
required	train	00347097	condition.dir	condition directory is missing	/mnt/d/data/deepcad_v7_cond/00347097
required	train	00349326	condition.dir	condition directory is missing	/mnt/d/data/deepcad_v7_cond/00349326
required	train	00349912	condition.dir	condition directory is missing	/mnt/d/data/deepcad_v7_cond/00349912
required	train	00350598	condition.dir	condition directory is missing	/mnt/d/data/deepcad_v7_cond/00350598
required	train	00350811	condition.dir	condition directory is missing	/mnt/d/data/deepcad_v7_cond/00350811
required	train	00351311	condition.dir	condition directory is missing	/mnt/d/data/deepcad_v7_cond/00351311
required	train	00353551	condition.dir	condition directory is missing	/mnt/d/data/deepcad_v7_cond/00353551
required	train	00353594	condition.dir	condition directory is missing	/mnt/d/data/deepcad_v7_cond/00353594
required	train	00353687	condition.dir	condition directory is missing	/mnt/d/data/deepcad_v7_cond/00353687
required	train	00354018	condition.dir	condition directory is missing	/mnt/d/data/deepcad_v7_cond/00354018
required	train	00355527	condition.dir	condition directory is missing	/mnt/d/data/deepcad_v7_cond/00355527
required	train	00356113	condition.dir	condition directory is missing	/mnt/d/data/deepcad_v7_cond/00356113
required	train	00356443	condition.dir	condition directory is missing	/mnt/d/data/deepcad_v7_cond/00356443
required	train	00357504	condition.dir	condition directory is missing	/mnt/d/data/deepcad_v7_cond/00357504
required	train	00358331	condition.dir	condition directory is missing	/mnt/d/data/deepcad_v7_cond/00358331
required	train	00359096	condition.dir	condition directory is missing	/mnt/d/data/deepcad_v7_cond/00359096
required	train	00359097	condition.dir	condition directory is missing	/mnt/d/data/deepcad_v7_cond/00359097
required	train	00359120	condition.dir	condition directory is missing	/mnt/d/data/deepcad_v7_cond/00359120
required	train	00359894	condition.dir	condition directory is missing	/mnt/d/data/deepcad_v7_cond/00359894
required	train	00361026	condition.dir	condition directory is missing	/mnt/d/data/deepcad_v7_cond/00361026
required	train	00361088	condition.dir	condition directory is missing	/mnt/d/data/deepcad_v7_cond/00361088
required	train	00365505	condition.dir	condition directory is missing	/mnt/d/data/deepcad_v7_cond/00365505
required	train	00366338	condition.dir	condition directory is missing	/mnt/d/data/deepcad_v7_cond/00366338
required	train	00366363	condition.dir	condition directory is missing	/mnt/d/data/deepcad_v7_cond/00366363
required	train	00366639	condition.dir	condition directory is missing	/mnt/d/data/deepcad_v7_cond/00366639
required	train	00367982	condition.dir	condition directory is missing	/mnt/d/data/deepcad_v7_cond/00367982
required	train	00372279	condition.dir	condition directory is missing	/mnt/d/data/deepcad_v7_cond/00372279
required	train	00372283	condition.dir	condition directory is missing	/mnt/d/data/deepcad_v7_cond/00372283
required	train	00372974	condition.dir	condition directory is missing	/mnt/d/data/deepcad_v7_cond/00372974
required	train	00374789	condition.dir	condition directory is missing	/mnt/d/data/deepcad_v7_cond/00374789
required	train	00374910	condition.dir	condition directory is missing	/mnt/d/data/deepcad_v7_cond/00374910
required	train	00385173	condition.dir	condition directory is missing	/mnt/d/data/deepcad_v7_cond/00385173
required	train	00386694	condition.dir	condition directory is missing	/mnt/d/data/deepcad_v7_cond/00386694
required	train	00387302	condition.dir	condition directory is missing	/mnt/d/data/deepcad_v7_cond/00387302
required	train	00388843	condition.dir	condition directory is missing	/mnt/d/data/deepcad_v7_cond/00388843
required	train	00389392	condition.dir	condition directory is missing	/mnt/d/data/deepcad_v7_cond/00389392
required	train	00392373	condition.dir	condition directory is missing	/mnt/d/data/deepcad_v7_cond/00392373
required	train	00392945	condition.dir	condition directory is missing	/mnt/d/data/deepcad_v7_cond/00392945
required	train	00395323	condition.dir	condition directory is missing	/mnt/d/data/deepcad_v7_cond/00395323
required	train	00395913	condition.dir	condition directory is missing	/mnt/d/data/deepcad_v7_cond/00395913
required	train	00396610	condition.dir	condition directory is missing	/mnt/d/data/deepcad_v7_cond/00396610
required	train	00396697	condition.dir	condition directory is missing	/mnt/d/data/deepcad_v7_cond/00396697
required	train	00397801	condition.dir	condition directory is missing	/mnt/d/data/deepcad_v7_cond/00397801
required	train	00402846	condition.dir	condition directory is missing	/mnt/d/data/deepcad_v7_cond/00402846
required	train	00402880	condition.dir	condition directory is missing	/mnt/d/data/deepcad_v7_cond/00402880
required	train	00407482	condition.dir	condition directory is missing	/mnt/d/data/deepcad_v7_cond/00407482
required	train	00408502	condition.dir	condition directory is missing	/mnt/d/data/deepcad_v7_cond/00408502
required	train	00414048	condition.dir	condition directory is missing	/mnt/d/data/deepcad_v7_cond/00414048
required	train	00415018	condition.dir	condition directory is missing	/mnt/d/data/deepcad_v7_cond/00415018
required	train	00418437	condition.dir	condition directory is missing	/mnt/d/data/deepcad_v7_cond/00418437
required	train	00419378	condition.dir	condition directory is missing	/mnt/d/data/deepcad_v7_cond/00419378
required	train	00421334	condition.dir	condition directory is missing	/mnt/d/data/deepcad_v7_cond/00421334
required	train	00421709	condition.dir	condition directory is missing	/mnt/d/data/deepcad_v7_cond/00421709
required	train	00421747	condition.dir	condition directory is missing	/mnt/d/data/deepcad_v7_cond/00421747
required	train	00422213	condition.dir	condition directory is missing	/mnt/d/data/deepcad_v7_cond/00422213
required	train	00425284	condition.dir	condition directory is missing	/mnt/d/data/deepcad_v7_cond/00425284
required	train	00426944	condition.dir	condition directory is missing	/mnt/d/data/deepcad_v7_cond/00426944
required	train	00431995	condition.dir	condition directory is missing	/mnt/d/data/deepcad_v7_cond/00431995
required	train	00433406	condition.dir	condition directory is missing	/mnt/d/data/deepcad_v7_cond/00433406
required	train	00433777	condition.dir	condition directory is missing	/mnt/d/data/deepcad_v7_cond/00433777
required	train	00434120	condition.dir	condition directory is missing	/mnt/d/data/deepcad_v7_cond/00434120
required	train	00435928	condition.dir	condition directory is missing	/mnt/d/data/deepcad_v7_cond/00435928
required	train	00437821	condition.dir	condition directory is missing	/mnt/d/data/deepcad_v7_cond/00437821
required	train	00439395	condition.dir	condition directory is missing	/mnt/d/data/deepcad_v7_cond/00439395
